gene_id,gene_symbol,gene_name,species
50011,CAMK2N2,calcium/calmodulin dependent protein kinase II inhibitor 2,Human
50012,CAMK4,calcium/calmodulin dependent protein kinase IV,Human
50017,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,Human
50018,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2,Human
50019,CAMKMT,calmodulin-lysine N-methyltransferase,Human
50020,CAMKV,CaM kinase like vesicle associated,Human
50021,CAMLG,calcium modulating ligand,Human
50022,CAMP,cathelicidin antimicrobial peptide,Human
50023,CAMSAP1,calmodulin regulated spectrin associated protein 1,Human
50024,CAMSAP2,calmodulin regulated spectrin associated protein family member 2,Human
50025,CAMSAP3,calmodulin regulated spectrin associated protein family member 3,Human
50026,CAMTA1,calmodulin binding transcription activator 1,Human
50027,CAMTA1-DT,CAMTA1 divergent transcript,Human
50029,CAMTA2,calmodulin binding transcription activator 2,Human
50030,CAND1,cullin associated and neddylation dissociated 1,Human
50031,CAND2,cullin associated and neddylation dissociated 2 (putative),Human
50033,CANT1,calcium activated nucleotidase 1,Human
50034,CANX,calnexin,Human
50035,CAP1,cyclase associated actin cytoskeleton regulatory protein 1,Human
50037,CAP1P2,CAP1 pseudogene 2,Human
50038,CAP2,cyclase associated actin cytoskeleton regulatory protein 2,Human
50039,CAP2P1,cyclase associated actin cytoskeleton regulatory protein 2 pseudogene 1,Human
50040,CAPG,"capping actin protein, gelsolin like",Human
50042,CAPN1,calpain 1,Human
50043,CAPN2,calpain 2,Human
50044,CAPN3,calpain 3,Human
50045,CAPN5,calpain 5,Human
50046,CAPN6,calpain 6,Human
50047,CAPN7,calpain 7,Human
50048,CAPN8,calpain 8,Human
50050,CAPN10,calpain 10,Human
50051,CAPN10-DT,CAPN10 divergent transcript,Human
50052,CAPN11,calpain 11,Human
50053,CAPN12,calpain 12,Human
50054,CAPN13,calpain 13,Human
50055,CAPN14,calpain 14,Human
50056,CAPN15,calpain 15,Human
50057,CAPNS1,calpain small subunit 1,Human
50058,CAPNS1P1,calpain small subunit 1 pseudogene 1,Human
50060,CAPRIN1,cell cycle associated protein 1,Human
50061,CAPRIN2,caprin family member 2,Human
50062,CAPS,calcyphosine,Human
50063,CAPS2,calcyphosine 2,Human
50064,CAPSL,calcyphosine like,Human
50065,CAPZA1,capping actin protein of muscle Z-line subunit alpha 1,Human
50067,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2,Human
50069,CAPZB,capping actin protein of muscle Z-line subunit beta,Human
50070,CARD6,caspase recruitment domain family member 6,Human
50071,CARD8,caspase recruitment domain family member 8,Human
50072,CARD8-AS1,CARD8 antisense RNA 1,Human
50073,CARD9,caspase recruitment domain family member 9,Human
50074,CARD10,caspase recruitment domain family member 10,Human
50075,CARD11,caspase recruitment domain family member 11,Human
50076,CARD14,caspase recruitment domain family member 14,Human
50077,CARD16,caspase recruitment domain family member 16,Human
50078,CARD17,caspase recruitment domain family member 17,Human
50080,CARD19,caspase recruitment domain family member 19,Human
50081,CARF,calcium responsive transcription factor,Human
50082,CARHSP1,calcium regulated heat stable protein 1,Human
50083,CARM1,coactivator associated arginine methyltransferase 1,Human
50084,CARM1P1,coactivator associated arginine methyltransferase 1 pseudogene 1,Human
50085,CARMIL1,capping protein regulator and myosin 1 linker 1,Human
50086,CARMIL2,capping protein regulator and myosin 1 linker 2,Human
50087,CARMIL3,capping protein regulator and myosin 1 linker 3,Human
50088,CARMN,cardiac mesoderm enhancer-associated non-coding RNA,Human
50089,CARNMT1,carnosine N-methyltransferase 1,Human
50090,CARNMT1-AS1,CARNMT1 antisense RNA 1,Human
50091,CARNS1,carnosine synthase 1,Human
50092,CARS,cysteinyl-tRNA synthetase,Human
50094,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial",Human
50097,CARTPT,CART prepropeptide,Human
50100,CASC1,cancer susceptibility 1,Human
50101,CASC2,cancer susceptibility 2,Human
50102,CASC3,CASC3 exon junction complex subunit,Human
50103,CASC4,cancer susceptibility 4,Human
50104,CASC4P1,cancer susceptibility 4 pseudogene 1,Human
50105,CASC6,cancer susceptibility 6,Human
50107,CASC8,cancer susceptibility 8,Human
50108,CASC9,cancer susceptibility 9,Human
50109,CASC11,cancer susceptibility 11,Human
50110,CASC15,cancer susceptibility 15,Human
50111,CASC16,cancer susceptibility 16,Human
50114,CASC19,cancer susceptibility 19,Human
50115,CASC20,cancer susceptibility 20,Human
50119,CASD1,CAS1 domain containing 1,Human
50120,CASK,calcium/calmodulin dependent serine protein kinase,Human
50123,CASKIN2,CASK interacting protein 2,Human
50125,CASP1,caspase 1,Human
50127,CASP1P2,caspase 1 pseudogene 2,Human
50129,CASP2,caspase 2,Human
50130,CASP3,caspase 3,Human
50132,CASP4,caspase 4,Human
50133,CASP5,caspase 5,Human
50134,CASP6,caspase 6,Human
50135,CASP7,caspase 7,Human
50136,CASP8,caspase 8,Human
50137,CASP8AP2,caspase 8 associated protein 2,Human
50138,CASP9,caspase 9,Human
50139,CASP10,caspase 10,Human
50140,CASP12,caspase 12 (gene/pseudogene),Human
50141,CASP14,caspase 14,Human
50142,CASP16P,"caspase 16, pseudogene",Human
50143,CASP17P,"caspase 17, pseudogene",Human
50144,CASQ1,calsequestrin 1,Human
50145,CASQ2,calsequestrin 2,Human
50146,CASR,calcium sensing receptor,Human
50147,CASS4,Cas scaffold protein family member 4,Human
50148,CAST,calpastatin,Human
50149,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,Human
50150,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2,Human
50151,CASTOR3,CASTOR family member 3,Human
50152,CASZ1,castor zinc finger 1,Human
50153,CAT,catalase,Human
50156,CATIP,ciliogenesis associated TTC17 interacting protein,Human
50157,CATIP-AS1,CATIP antisense RNA 1,Human
50158,CATIP-AS2,CATIP antisense RNA 2,Human
50160,CATSPER1,cation channel sperm associated 1,Human
50161,CATSPER2,cation channel sperm associated 2,Human
50162,CATSPER2P1,cation channel sperm associated 2 pseudogene 1,Human
50163,CATSPER3,cation channel sperm associated 3,Human
50164,CATSPER4,cation channel sperm associated 4,Human
50165,CATSPERB,cation channel sperm associated auxiliary subunit beta,Human
50166,CATSPERD,cation channel sperm associated auxiliary subunit delta,Human
50167,CATSPERE,catsper channel auxiliary subunit epsilon,Human
50168,CATSPERG,cation channel sperm associated auxiliary subunit gamma,Human
50169,CATSPERZ,catsper channel auxiliary subunit zeta,Human
50171,CAV1,caveolin 1,Human
50172,CAV2,caveolin 2,Human
50175,CAVIN2,caveolae associated protein 2,Human
50176,CAVIN3,caveolae associated protein 3,Human
50177,CAVIN4,caveolae associated protein 4,Human
50178,CBARP,CACN subunit beta associated regulatory protein,Human
50183,CBFA2T2,CBFA2/RUNX1 translocation partner 2,Human
50184,CBFA2T3,CBFA2/RUNX1 translocation partner 3,Human
50186,CBFB,core-binding factor subunit beta,Human
50188,CBL,Cbl proto-oncogene,Human
50189,CBLB,Cbl proto-oncogene B,Human
50190,CBLC,Cbl proto-oncogene C,Human
50192,CBLL1,Cbl proto-oncogene like 1,Human
50193,CBLL2,Cbl proto-oncogene like 2,Human
50194,CBLN1,cerebellin 1 precursor,Human
50195,CBLN2,cerebellin 2 precursor,Human
50197,CBLN4,cerebellin 4 precursor,Human
50201,CBR1,carbonyl reductase 1,Human
50202,CBR3,carbonyl reductase 3,Human
50203,CBR3-AS1,CBR3 antisense RNA 1,Human
50204,CBR4,carbonyl reductase 4,Human
50205,CBS,cystathionine-beta-synthase,Human
50206,CBSL,cystathionine-beta-synthase like,Human
50207,CBWD1,COBW domain containing 1,Human
50208,CBWD2,COBW domain containing 2,Human
50209,CBWD3,COBW domain containing 3,Human
50210,CBWD4P,COBW domain containing 4 pseudogene,Human
50211,CBWD5,COBW domain containing 5,Human
50212,CBWD6,COBW domain containing 6,Human
50214,CBX1,chromobox 1,Human
50215,CBX1P1,chromobox 1 pseudogene 1,Human
50218,CBX1P4,chromobox 1 pseudogene 4,Human
50219,CBX1P5,chromobox 1 pseudogene 5,Human
50220,CBX2,chromobox 2,Human
50221,CBX3,chromobox 3,Human
50222,CBX3P1,chromobox 3 pseudogene 1,Human
50224,CBX3P3,chromobox 3 pseudogene 3,Human
50225,CBX3P4,chromobox 3 pseudogene 4,Human
50226,CBX3P5,chromobox 3 pseudogene 5,Human
50227,CBX3P6,chromobox 3 pseudogene 6,Human
50230,CBX3P9,chromobox 3 pseudogene 9,Human
50231,CBX4,chromobox 4,Human
50232,CBX5,chromobox 5,Human
50233,CBX5P1,chromobox 5 pseudogene 1,Human
50234,CBX6,chromobox 6,Human
50235,CBX7,chromobox 7,Human
50236,CBX8,chromobox 8,Human
50237,CBY1,"chibby family member 1, beta catenin antagonist",Human
50239,CC2D1A,coiled-coil and C2 domain containing 1A,Human
50240,CC2D1B,coiled-coil and C2 domain containing 1B,Human
50241,CC2D2A,coiled-coil and C2 domain containing 2A,Human
50242,CC2D2B,coiled-coil and C2 domain containing 2B,Human
50248,CCAR1,cell division cycle and apoptosis regulator 1,Human
50249,CCAR2,cell cycle and apoptosis regulator 2,Human
50252,CCAT2,colon cancer associated transcript 2,Human
50253,CCBE1,collagen and calcium binding EGF domains 1,Human
50256,CCDC3,coiled-coil domain containing 3,Human
50257,CCDC6,coiled-coil domain containing 6,Human
50258,CCDC7,coiled-coil domain containing 7,Human
50259,CCDC8,coiled-coil domain containing 8,Human
50260,CCDC9,coiled-coil domain containing 9,Human
50261,CCDC9B,coiled-coil domain containing 9B,Human
50262,CCDC11P1,coiled-coil domain containing 11 pseudogene 1,Human
50263,CCDC12,coiled-coil domain containing 12,Human
50264,CCDC13,coiled-coil domain containing 13,Human
50266,CCDC14,coiled-coil domain containing 14,Human
50267,CCDC15,coiled-coil domain containing 15,Human
50269,CCDC17,coiled-coil domain containing 17,Human
50270,CCDC18,coiled-coil domain containing 18,Human
50271,CCDC18-AS1,CCDC18 antisense RNA 1,Human
50272,CCDC22,coiled-coil domain containing 22,Human
50273,CCDC24,coiled-coil domain containing 24,Human
50274,CCDC25,coiled-coil domain containing 25,Human
50275,CCDC26,CCDC26 long non-coding RNA,Human
50276,CCDC27,coiled-coil domain containing 27,Human
50277,CCDC28A,coiled-coil domain containing 28A,Human
50278,CCDC28B,coiled-coil domain containing 28B,Human
50279,CCDC30,coiled-coil domain containing 30,Human
50280,CCDC32,coiled-coil domain containing 32,Human
50282,CCDC34,coiled-coil domain containing 34,Human
50284,CCDC36,coiled-coil domain containing 36,Human
50285,CCDC37-DT,CCDC37 divergent transcript,Human
50286,CCDC38,coiled-coil domain containing 38,Human
50287,CCDC39,coiled-coil domain containing 39,Human
50289,CCDC40,coiled-coil domain containing 40,Human
50290,CCDC42,coiled-coil domain containing 42,Human
50293,CCDC50,coiled-coil domain containing 50,Human
50294,CCDC51,coiled-coil domain containing 51,Human
50296,CCDC57,coiled-coil domain containing 57,Human
50297,CCDC58,coiled-coil domain containing 58,Human
50298,CCDC58P1,coiled-coil domain containing 58 pseudogene 1,Human
50300,CCDC58P3,coiled-coil domain containing 58 pseudogene 3,Human
50305,CCDC61,coiled-coil domain containing 61,Human
50306,CCDC62,coiled-coil domain containing 62,Human
50307,CCDC63,coiled-coil domain containing 63,Human
50308,CCDC65,coiled-coil domain containing 65,Human
50309,CCDC66,coiled-coil domain containing 66,Human
50310,CCDC68,coiled-coil domain containing 68,Human
50311,CCDC69,coiled-coil domain containing 69,Human
50312,CCDC70,coiled-coil domain containing 70,Human
50313,CCDC71,coiled-coil domain containing 71,Human
50314,CCDC71L,coiled-coil domain containing 71 like,Human
50315,CCDC73,coiled-coil domain containing 73,Human
50316,CCDC74A,coiled-coil domain containing 74A,Human
50317,CCDC74B,coiled-coil domain containing 74B,Human
50318,CCDC74BP1,coiled-coil domain containing 74B pseudogene 1,Human
50320,CCDC77,coiled-coil domain containing 77,Human
50321,CCDC78,coiled-coil domain containing 78,Human
50322,CCDC80,coiled-coil domain containing 80,Human
50323,CCDC81,coiled-coil domain containing 81,Human
50324,CCDC82,coiled-coil domain containing 82,Human
50325,CCDC83,coiled-coil domain containing 83,Human
50326,CCDC84,coiled-coil domain containing 84,Human
50327,CCDC85A,coiled-coil domain containing 85A,Human
50329,CCDC85C,coiled-coil domain containing 85C,Human
50330,CCDC86,coiled-coil domain containing 86,Human
50331,CCDC87,coiled-coil domain containing 87,Human
50332,CCDC88A,coiled-coil domain containing 88A,Human
50333,CCDC88B,coiled-coil domain containing 88B,Human
50334,CCDC88C,coiled-coil domain containing 88C,Human
50335,CCDC89,coiled-coil domain containing 89,Human
50336,CCDC90B,coiled-coil domain containing 90B,Human
50338,CCDC92,coiled-coil domain containing 92,Human
50340,CCDC93,coiled-coil domain containing 93,Human
50341,CCDC96,coiled-coil domain containing 96,Human
50343,CCDC102A,coiled-coil domain containing 102A,Human
50344,CCDC102B,coiled-coil domain containing 102B,Human
50345,CCDC103,coiled-coil domain containing 103,Human
50347,CCDC106,coiled-coil domain containing 106,Human
50348,CCDC107,coiled-coil domain containing 107,Human
50349,CCDC110,coiled-coil domain containing 110,Human
50350,CCDC112,coiled-coil domain containing 112,Human
50351,CCDC113,coiled-coil domain containing 113,Human
50352,CCDC114,coiled-coil domain containing 114,Human
50353,CCDC115,coiled-coil domain containing 115,Human
50354,CCDC116,coiled-coil domain containing 116,Human
50355,CCDC117,coiled-coil domain containing 117,Human
50356,CCDC120,coiled-coil domain containing 120,Human
50357,CCDC121,coiled-coil domain containing 121,Human
50358,CCDC122,coiled-coil domain containing 122,Human
50359,CCDC124,coiled-coil domain containing 124,Human
50360,CCDC125,coiled-coil domain containing 125,Human
50361,CCDC126,coiled-coil domain containing 126,Human
50362,CCDC127,coiled-coil domain containing 127,Human
50364,CCDC134,coiled-coil domain containing 134,Human
50365,CCDC136,coiled-coil domain containing 136,Human
50366,CCDC137,coiled-coil domain containing 137,Human
50368,CCDC138,coiled-coil domain containing 138,Human
50369,CCDC140,coiled-coil domain containing 140,Human
50370,CCDC141,coiled-coil domain containing 141,Human
50371,CCDC142,coiled-coil domain containing 142,Human
50372,CCDC144A,coiled-coil domain containing 144A,Human
50373,CCDC144B,coiled-coil domain containing 144B (pseudogene),Human
50374,CCDC144CP,"coiled-coil domain containing 144C, pseudogene",Human
50375,CCDC144NL,"coiled-coil domain containing 144 family, N-terminal like",Human
50376,CCDC144NL-AS1,CCDC144NL antisense RNA 1,Human
50377,CCDC146,coiled-coil domain containing 146,Human
50378,CCDC148,coiled-coil domain containing 148,Human
50380,CCDC149,coiled-coil domain containing 149,Human
50381,CCDC150,coiled-coil domain containing 150,Human
50382,CCDC150P1,coiled-coil domain containing 150 pseudogene 1,Human
50383,CCDC151,coiled-coil domain containing 151,Human
50384,CCDC152,coiled-coil domain containing 152,Human
50385,CCDC153,coiled-coil domain containing 153,Human
50386,CCDC154,coiled-coil domain containing 154,Human
50387,CCDC155,coiled-coil domain containing 155,Human
50388,CCDC157,coiled-coil domain containing 157,Human
50389,CCDC158,coiled-coil domain containing 158,Human
50390,CCDC159,coiled-coil domain containing 159,Human
50392,CCDC162P,"coiled-coil domain containing 162, pseudogene",Human
50393,CCDC163,coiled-coil domain containing 163,Human
50395,CCDC167,coiled-coil domain containing 167,Human
50396,CCDC168,coiled-coil domain containing 168,Human
50397,CCDC169,coiled-coil domain containing 169,Human
50398,CCDC169-SOHLH2,CCDC169-SOHLH2 readthrough,Human
50399,CCDC170,coiled-coil domain containing 170,Human
50400,CCDC171,coiled-coil domain containing 171,Human
50402,CCDC173,coiled-coil domain containing 173,Human
50403,CCDC174,coiled-coil domain containing 174,Human
50404,CCDC175,coiled-coil domain containing 175,Human
50405,CCDC177,coiled-coil domain containing 177,Human
50406,CCDC178,coiled-coil domain containing 178,Human
50408,CCDC180,coiled-coil domain containing 180,Human
50409,CCDC181,coiled-coil domain containing 181,Human
50410,CCDC182,coiled-coil domain containing 182,Human
50411,CCDC183,coiled-coil domain containing 183,Human
50412,CCDC183-AS1,CCDC183 antisense RNA 1,Human
50413,CCDC184,coiled-coil domain containing 184,Human
50414,CCDC185,coiled-coil domain containing 185,Human
50415,CCDC186,coiled-coil domain containing 186,Human
50416,CCDC187,coiled-coil domain containing 187,Human
50417,CCDC188,coiled-coil domain containing 188,Human
50418,CCDC189,coiled-coil domain containing 189,Human
50420,CCDC191,coiled-coil domain containing 191,Human
50422,CCDC194,coiled-coil domain containing 194,Human
50423,CCDC195,coiled-coil domain containing 195,Human
50425,CCDC197,coiled-coil domain containing 197,Human
50427,CCDC200,coiled-coil domain containing 200,Human
50428,CCDC201,coiled-coil domain containing 201,Human
50431,CCER2,coiled-coil glutamate rich protein 2,Human
50432,CCHCR1,coiled-coil alpha-helical rod protein 1,Human
50433,CCIN,calicin,Human
50435,CCKAR,cholecystokinin A receptor,Human
50436,CCKBR,cholecystokinin B receptor,Human
50438,CCL1,C-C motif chemokine ligand 1,Human
50439,CCL2,C-C motif chemokine ligand 2,Human
50440,CCL3,C-C motif chemokine ligand 3,Human
50442,CCL3L3,C-C motif chemokine ligand 3 like 3,Human
50444,CCL4,C-C motif chemokine ligand 4,Human
